Area / Tank,Category,Equipment,Tag No,Parameter Key,Parameter Display Name,Unit,Proposed Normal Limit,Proposed Warning Limit,Proposed Alarm Limit,Final Normal Limit,Final Warning Limit,Final Alarm Limit,Approved By,Reviewed By User Department,Approval Date,Remarks
G Tank,Blowers,Block Cooling Blower-1,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-2,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-1,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-2,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (15 kW)-3,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-1,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-2,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Chimney Blower (7.5 kW)-3,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Gas Blower-1,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Gas Blower-1,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Gas Blower-1,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Gas Blower-1,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-1,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Gas Blower-2,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Gas Blower-2,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Gas Blower-2,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Gas Blower-2,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Gas Blower-2,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-1,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-1,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-1,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-1,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-1,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-2,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-2,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-2,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-2,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-2,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-3,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-3,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-3,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,MCB-3,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,MCB-3,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Cooling Tower Water Monitoring,G Tank CT,,tds,TDS,ppm,,,,,,,,,,
G Tank,Cooling Tower Water Monitoring,G Tank CT,,water_ph,pH,pH,,,,,,,,,,
G Tank,Cooling Tower Water Monitoring,G Tank CT,,water_temperature,Water Temperature,°C,,,,,,,,,,
G Tank,DM Water Electrode Cooling,G Tank Electrode Cooling,,dm_water_temperature,DM Water Temperature (°C),°C,,,,,,,,,,
G Tank,DM Water Electrode Cooling,G Tank Electrode Cooling,,pump_pressure,Pump Pressure (KG/CM²),KG/CM²,,,,,,,,,,
